Fahrtnummer,Fahrzeugnummer,Buchungskreis,Abfahrtsdatum,Messung,Zug id,Abfahrtszeit,Ankunftszeit,Entfernung km,Passagieranzahl,Abfahrtsbahnhof,Ankunftsbahnhof
3094127253,01,1000,2020-12-29,2321.14,3094127253,2024-06-11 23:31:02,2024-06-12 02:02:02,688,470,Millerside,Lake Adam
3094127253,02,1000,2020-12-29,2361.35,3094127253,2024-06-11 23:31:02,2024-06-12 02:02:02,688,470,Millerside,Lake Adam
3094127253,03,1000,2020-12-29,3078.98,3094127253,2024-06-11 23:31:02,2024-06-12 02:02:02,688,470,Millerside,Lake Adam
3094127253,04,1000,2020-12-29,4063.26,3094127253,2024-06-11 23:31:02,2024-06-12 02:02:02,688,470,Millerside,Lake Adam
3094127253,05,1000,2020-12-29,624.47,3094127253,2024-06-11 23:31:02,2024-06-12 02:02:02,688,470,Millerside,Lake Adam
3094127253,06,1000,2020-12-29,2376.09,3094127253,2024-06-11 23:31:02,2024-06-12 02:02:02,688,470,Millerside,Lake Adam
3094127253,07,1000,2020-12-29,3070.22,3094127253,2024-06-11 23:31:02,2024-06-12 02:02:02,688,470,Millerside,Lake Adam
3094127253,08,1000,2020-12-29,1025.5,3094127253,2024-06-11 23:31:02,2024-06-12 02:02:02,688,470,Millerside,Lake Adam
8322069260,01,1001,23/01/1999,1893.15,8322069260,2024-06-13 07:45:16,2024-06-13 09:38:16,531,190,Davidview,Millermouth
8322069260,02,1001,2021-03-14,4696.43,8322069260,2024-06-13 07:45:16,2024-06-13 09:38:16,531,190,Davidview,Millermouth
8322069260,03,1001,01/07/2019,4914.01,8322069260,2024-06-13 07:45:16,2024-06-13 09:38:16,531,190,Davidview,Millermouth
8322069260,04,1001,2021-03-14,4061.35,8322069260,2024-06-13 07:45:16,2024-06-13 09:38:16,531,190,Davidview,Millermouth
8322069260,05,1001,2021-03-14,2064.82,8322069260,2024-06-13 07:45:16,2024-06-13 09:38:16,531,190,Davidview,Millermouth
8322069260,06,1001,2021-03-14,4285.17,8322069260,2024-06-13 07:45:16,2024-06-13 09:38:16,531,190,Davidview,Millermouth
8322069260,07,1001,2021-03-14,4340.29,8322069260,2024-06-13 07:45:16,2024-06-13 09:38:16,531,190,Davidview,Millermouth
8322069260,08,1001,2021-03-14,1736.03,8322069260,2024-06-13 07:45:16,2024-06-13 09:38:16,531,190,Davidview,Millermouth
8322069260,09,1001,2021-03-14,3608.71,8322069260,2024-06-13 07:45:16,2024-06-13 09:38:16,531,190,Davidview,Millermouth
8322069260,10,1001,2021-03-14,4279.05,8322069260,2024-06-13 07:45:16,2024-06-13 09:38:16,531,190,Davidview,Millermouth
9523145550,01,1001,2020-09-03,3725.52,9523145550,2024-06-08 10:40:11,2024-06-08 14:24:11,624,77,Lake Mariaport,Josephstad
